car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
Sedan,Stratos M2,Plasma-A,950,1.2,201,120,146,169.0,FusionCore,8.4,1.6,69.7,41.8,20.9,7.0,8,6.772,0.601,5,0.376,5,4,37.6,234,93,CASE-4843-J,4025-01-22,Marshal Keir,commute,automated,auto,Cerebra Ring,Cryon Reach,RosyBrown,Re-routing due to unstable path.,CXS-8191-TW
SUV,Vortex R7,Fusion-B,1250,1.5,309,172,170,290.5,FusionCore,8.4,1.6,60.8,36.5,18.2,6.1,5,6.54,0.312,3,0.742,3,0,86.6,217,346,CASE-2730-W,4025-07-25,Elia Vorn,commute,automated,auto,Cryon Reach,Orryx Haven,Red,Re-routing due to unstable path.,CXS-9334-LO
Micro,Nimbus X1,Ion-A,700,0.8,128,110,231,237.0,FusionCore,8.4,1.6,67.1,40.3,20.1,6.7,0,7.43,0.325,4,0.04,1,5,83.7,268,115,CASE-5776-T,4025-04-27,Dr. Calix Renner,commute,automated,auto,Vega Spire,Zenthar Relay,PowderBlue,Minor vibration detected. Monitoring systems.,CXS-3864-IU
Sedan,Stratos M2,Ion-A,950,1.2,226,108,190,290.5,PlasmaCell,6.7,1.3,56.9,34.1,17.1,5.7,3,8.846,0.36,1,0.743,1,2,83.6,329,263,CASE-1229-V,4025-06-22,Captain Kael,commute,automated,auto,Cerebra Ring,Vega Spire,PaleGreen,Power levels nominal. Adjusting trajectory.,CXS-1580-LQ
SUV,Vortex R7,Plasma-A,1250,1.5,329,194,114,171.1,FusionCore,8.4,1.6,64.6,38.8,19.4,6.5,1,1.076,0.28,0,0.883,5,2,20.3,202,191,CASE-2621-A,4025-01-12,Captain Kael,commute,automated,auto,Helion Hub,Orryx Haven,DarkTurquoise,Power levels nominal. Adjusting trajectory.,CXS-5903-TV
SUV,Vortex R7,Fusion-B,1250,1.5,304,197,237,262.3,IonGel,5.2,1.1,44.3,26.6,13.3,4.4,5,9.062,0.197,0,0.758,1,5,17.9,245,340,CASE-570-E,4025-03-12,Commander Yulo,commute,automated,auto,Thalos Crossing,Helion Hub,CornflowerBlue,Fuel low. Navigating around debris.,CXS-5354-HY
Sedan,Stratos M2,Plasma-A,950,1.2,233,131,226,260.0,PlasmaCell,6.7,1.3,68.6,41.2,20.6,6.9,5,9.789,0.208,0,0.243,2,3,87.9,4,222,CASE-6001-L,4025-12-24,Zara Strix,commute,automated,auto,Helion Hub,Thalos Crossing,OliveDrab,Minor vibration detected. Monitoring systems.,CXS-8867-SB
SUV,Vortex R7,Plasma-A,1250,1.5,286,171,294,185.8,IonGel,5.2,1.1,64.7,38.8,19.4,6.5,3,4.852,0.781,5,0.185,4,5,57.1,117,61,CASE-2513-V,4025-05-23,Axel Orov,commute,automated,auto,Orryx Haven,Vega Spire,RoyalBlue,Power levels nominal. Adjusting trajectory.,CXS-3167-LL
SUV,Vortex R7,Fusion-B,1250,1.5,254,157,137,185.3,IonGel,5.2,1.1,64.7,38.8,19.4,6.5,4,9.656,0.467,3,0.296,2,2,64.0,126,163,CASE-1259-S,4025-07-17,Dr. Calix Renner,commute,automated,auto,Vega Spire,Thalos Crossing,DarkSlateGray,Clear path confirmed. Continuing cruise.,CXS-1779-QL
Sedan,Stratos M2,Fusion-B,950,1.2,185,100,269,249.0,IonGel,5.2,1.1,48.5,29.1,14.5,4.9,6,3.65,0.11,0,0.734,4,4,54.4,121,332,CASE-5150-U,4025-03-09,Elia Vorn,commute,automated,auto,Thalos Crossing,Orryx Haven,LightSeaGreen,Clear path confirmed. Continuing cruise.,CXS-5521-HD
Sedan,Stratos M2,Ion-A,950,1.2,254,124,127,126.1,IonGel,5.2,1.1,69.7,41.8,20.9,7.0,0,5.864,0.772,1,0.147,3,4,64.0,286,177,CASE-3048-P,4025-12-15,Tamsin Ryx,commute,automated,auto,Vega Spire,Lunaris Port,Tomato,Fuel low. Navigating around debris.,CXS-6996-MR
SUV,Vortex R7,Ion-A,1250,1.5,330,185,211,113.5,IonGel,5.2,1.1,56.8,34.1,17.0,5.7,0,7.345,0.465,4,0.173,3,4,70.1,205,310,CASE-4288-Y,4025-05-02,Axel Orov,commute,automated,auto,Lunaris Port,Orryx Haven,LightGoldenRodYellow,Fuel low. Navigating around debris.,CXS-5448-WO
Sedan,Stratos M2,Ion-A,950,1.2,203,100,246,143.6,IonGel,5.2,1.1,67.9,40.7,20.4,6.8,4,2.471,0.301,1,0.274,0,5,88.2,107,273,CASE-4678-W,4025-04-10,Axel Orov,commute,automated,auto,Thalos Crossing,Zenthar Relay,SlateGray,Re-routing due to unstable path.,CXS-2903-GD
Sedan,Stratos M2,Ion-A,950,1.2,224,140,194,164.9,PlasmaCell,6.7,1.3,77.9,46.7,23.4,7.8,5,6.435,0.426,1,0.972,4,0,65.0,352,195,CASE-1213-O,4025-10-10,Marshal Keir,commute,automated,auto,Zenthar Relay,Cerebra Ring,ForestGreen,Clear path confirmed. Continuing cruise.,CXS-5216-WO
Micro,Nimbus X1,Ion-A,700,0.8,160,118,152,263.4,PlasmaCell,6.7,1.3,48.8,29.3,14.6,4.9,5,8.898,0.255,0,0.497,5,2,1.9,83,90,CASE-5236-V,4025-08-08,Zara Strix,commute,automated,auto,Zenthar Relay,Vega Spire,MediumTurquoise,Fuel low. Navigating around debris.,CXS-7458-WC
Micro,Nimbus X1,Plasma-A,700,0.8,158,92,136,114.4,IonGel,5.2,1.1,49.8,29.9,14.9,5.0,5,1.932,0.872,0,0.078,5,4,1.2,4,54,CASE-8882-J,4025-10-04,Marshal Keir,commute,automated,auto,Cerebra Ring,Lunaris Port,Lime,Power levels nominal. Adjusting trajectory.,CXS-9886-FW
Micro,Nimbus X1,Plasma-A,700,0.8,172,101,121,140.5,PlasmaCell,6.7,1.3,59.2,35.5,17.8,5.9,1,5.808,0.573,0,0.3,3,1,0.1,114,12,CASE-2852-Z,4025-06-16,Marshal Keir,commute,automated,auto,Thalos Crossing,Cerebra Ring,MistyRose,Re-routing due to unstable path.,CXS-4713-QH
SUV,Vortex R7,Ion-A,1250,1.5,299,149,267,157.4,FusionCore,8.4,1.6,76.9,46.1,23.1,7.7,2,9.518,0.635,0,0.588,4,2,54.0,347,217,CASE-3292-Z,4025-03-04,Elia Vorn,commute,automated,auto,Cerebra Ring,Helion Hub,DarkSlateGray,Clear path confirmed. Continuing cruise.,CXS-3461-HZ
Micro,Nimbus X1,Fusion-B,700,0.8,163,99,173,169.7,PlasmaCell,6.7,1.3,44.2,26.5,13.3,4.4,1,9.011,0.783,0,0.732,3,0,10.2,218,142,CASE-430-L,4025-12-26,Captain Kael,commute,automated,auto,Thalos Crossing,Helion Hub,NavajoWhite,Re-routing due to unstable path.,CXS-3370-OZ
Sedan,Stratos M2,Plasma-A,950,1.2,221,108,296,177.0,IonGel,5.2,1.1,52.8,31.7,15.8,5.3,2,6.785,0.48,3,0.531,0,4,64.3,269,295,CASE-2126-T,4025-11-11,Zara Strix,commute,automated,auto,Cerebra Ring,Cryon Reach,DarkCyan,Minor vibration detected. Monitoring systems.,CXS-4593-CJ
Micro,Nimbus X1,Fusion-B,700,0.8,125,95,100,140.7,FusionCore,8.4,1.6,74.0,44.4,22.2,7.4,4,8.784,0.229,4,0.896,1,0,67.2,60,356,CASE-7842-Q,4025-02-02,Commander Yulo,commute,automated,auto,Helion Hub,Zenthar Relay,PaleVioletRed,Fuel low. Navigating around debris.,CXS-3344-YN
SUV,Vortex R7,Plasma-A,1250,1.5,253,184,195,110.8,FusionCore,8.4,1.6,44.2,26.5,13.3,4.4,1,1.697,0.813,0,0.14,2,3,37.0,172,227,CASE-1208-E,4025-03-12,Marshal Keir,commute,automated,auto,Vega Spire,Zenthar Relay,MediumAquaMarine,Power levels nominal. Adjusting trajectory.,CXS-1216-UC
SUV,Vortex R7,Fusion-B,1250,1.5,264,149,264,106.4,IonGel,5.2,1.1,70.0,42.0,21.0,7.0,8,3.334,0.374,0,0.089,1,5,19.1,316,28,CASE-7632-V,4025-11-15,Zara Strix,commute,automated,auto,Orryx Haven,Lunaris Port,Tomato,Clear path confirmed. Continuing cruise.,CXS-4586-LE
SUV,Vortex R7,Plasma-A,1250,1.5,273,192,243,221.0,PlasmaCell,6.7,1.3,43.1,25.9,12.9,4.3,0,6.695,0.195,4,0.335,1,4,9.6,108,305,CASE-9630-F,4025-07-06,Captain Kael,commute,automated,auto,Thalos Crossing,Cryon Reach,DarkSeaGreen,Clear path confirmed. Continuing cruise.,CXS-1179-NQ
SUV,Vortex R7,Ion-A,1250,1.5,274,175,263,285.8,IonGel,5.2,1.1,49.6,29.8,14.9,5.0,0,9.21,0.415,3,0.308,2,1,63.2,49,169,CASE-2034-Q,4025-08-02,Dr. Calix Renner,commute,automated,auto,Vega Spire,Helion Hub,DeepSkyBlue,Minor vibration detected. Monitoring systems.,CXS-7672-JF
Micro,Nimbus X1,Ion-A,700,0.8,152,86,298,130.0,PlasmaCell,6.7,1.3,63.5,38.1,19.1,6.4,6,6.81,0.305,5,0.754,4,4,89.3,311,333,CASE-5286-W,4025-03-05,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Cryon Reach,Ivory,Re-routing due to unstable path.,CXS-9573-LQ
SUV,Vortex R7,Fusion-B,1250,1.5,307,190,186,158.2,IonGel,5.2,1.1,64.9,38.9,19.5,6.5,1,6.281,0.184,2,0.986,0,3,8.5,160,86,CASE-1292-I,4025-04-20,Zara Strix,commute,automated,auto,Cerebra Ring,Lunaris Port,Gray,Fuel low. Navigating around debris.,CXS-5843-UR
Sedan,Stratos M2,Fusion-B,950,1.2,188,117,193,170.7,PlasmaCell,6.7,1.3,42.8,25.7,12.8,4.3,2,9.743,0.424,3,0.9,2,4,76.0,160,191,CASE-2050-U,4025-08-21,Commander Yulo,commute,automated,auto,Thalos Crossing,Orryx Haven,LimeGreen,Re-routing due to unstable path.,CXS-2367-TR
Micro,Nimbus X1,Ion-A,700,0.8,146,112,167,275.5,FusionCore,8.4,1.6,79.6,47.8,23.9,8.0,7,8.571,0.239,0,0.879,2,3,42.2,273,238,CASE-8234-U,4025-12-27,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Helion Hub,FloralWhite,Fuel low. Navigating around debris.,CXS-2787-SS
Sedan,Stratos M2,Ion-A,950,1.2,203,146,201,253.6,IonGel,5.2,1.1,48.0,28.8,14.4,4.8,3,5.22,0.127,2,0.211,4,3,5.6,185,220,CASE-2804-V,4025-10-16,Captain Kael,commute,automated,auto,Helion Hub,Lunaris Port,MediumSlateBlue,Re-routing due to unstable path.,CXS-8756-SB
Sedan,Stratos M2,Ion-A,950,1.2,186,113,294,236.7,IonGel,5.2,1.1,50.8,30.5,15.2,5.1,0,7.575,0.576,1,0.051,3,2,86.7,152,84,CASE-1330-B,4025-05-13,Marshal Keir,commute,automated,auto,Orryx Haven,Lunaris Port,LightGray,Power levels nominal. Adjusting trajectory.,CXS-4253-UG
SUV,Vortex R7,Plasma-A,1250,1.5,303,170,237,237.8,FusionCore,8.4,1.6,46.4,27.8,13.9,4.6,2,7.059,0.401,5,0.732,1,3,84.0,255,162,CASE-6825-T,4025-09-26,Zara Strix,commute,automated,auto,Cerebra Ring,Orryx Haven,Black,Power levels nominal. Adjusting trajectory.,CXS-2861-PU
Micro,Nimbus X1,Plasma-A,700,0.8,146,96,284,100.7,PlasmaCell,6.7,1.3,58.0,34.8,17.4,5.8,3,2.722,0.805,0,0.977,4,0,33.3,186,8,CASE-4745-U,4025-02-02,Commander Yulo,commute,automated,auto,Orryx Haven,Cerebra Ring,LimeGreen,Minor vibration detected. Monitoring systems.,CXS-5947-PH
SUV,Vortex R7,Plasma-A,1250,1.5,314,192,279,199.8,IonGel,5.2,1.1,80.0,48.0,24.0,8.0,8,4.123,0.506,4,0.536,5,5,61.2,324,145,CASE-6653-J,4025-09-14,Captain Kael,commute,automated,auto,Cerebra Ring,Cryon Reach,SaddleBrown,Re-routing due to unstable path.,CXS-2625-CW
Sedan,Stratos M2,Ion-A,950,1.2,193,105,104,223.3,PlasmaCell,6.7,1.3,56.5,33.9,16.9,5.7,0,8.52,0.802,0,0.459,3,3,81.7,330,202,CASE-2589-O,4025-09-19,Elia Vorn,commute,automated,auto,Thalos Crossing,Helion Hub,PapayaWhip,Clear path confirmed. Continuing cruise.,CXS-1124-PO
SUV,Vortex R7,Ion-A,1250,1.5,278,172,168,275.9,FusionCore,8.4,1.6,50.6,30.4,15.2,5.1,0,8.276,0.578,1,0.988,1,4,87.6,98,315,CASE-5573-T,4025-07-02,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Helion Hub,DarkTurquoise,Power levels nominal. Adjusting trajectory.,CXS-7444-KW
Sedan,Stratos M2,Fusion-B,950,1.2,253,127,262,178.1,IonGel,5.2,1.1,69.1,41.5,20.7,6.9,2,6.794,0.867,2,0.158,0,0,2.3,5,321,CASE-5658-M,4025-04-04,Marshal Keir,commute,automated,auto,Cerebra Ring,Orryx Haven,DarkSeaGreen,Clear path confirmed. Continuing cruise.,CXS-3507-YL
Sedan,Stratos M2,Plasma-A,950,1.2,259,145,120,214.4,PlasmaCell,6.7,1.3,41.0,24.6,12.3,4.1,2,5.731,0.814,2,0.277,5,0,57.5,296,52,CASE-9202-D,4025-04-21,Captain Kael,commute,automated,auto,Orryx Haven,Zenthar Relay,MediumAquaMarine,Fuel low. Navigating around debris.,CXS-2817-HO
SUV,Vortex R7,Ion-A,1250,1.5,326,147,136,156.5,IonGel,5.2,1.1,75.8,45.5,22.7,7.6,0,1.169,0.936,4,0.897,3,1,16.2,5,91,CASE-4382-O,4025-04-13,Commander Yulo,commute,automated,auto,Vega Spire,Lunaris Port,LightBlue,Re-routing due to unstable path.,CXS-1515-ED
Sedan,Stratos M2,Ion-A,950,1.2,223,122,257,220.0,FusionCore,8.4,1.6,40.2,24.1,12.1,4.0,0,7.716,0.44,0,0.223,1,2,24.6,102,47,CASE-4754-M,4025-01-18,Tamsin Ryx,commute,automated,auto,Zenthar Relay,Lunaris Port,PeachPuff,Minor vibration detected. Monitoring systems.,CXS-6710-HF
Micro,Nimbus X1,Fusion-B,700,0.8,155,98,290,261.8,FusionCore,8.4,1.6,57.4,34.4,17.2,5.7,4,1.964,0.617,1,0.501,3,4,67.2,163,318,CASE-9464-X,4025-04-22,Axel Orov,commute,automated,auto,Cerebra Ring,Vega Spire,Maroon,Fuel low. Navigating around debris.,CXS-2762-GY
Micro,Nimbus X1,Ion-A,700,0.8,144,107,245,170.6,IonGel,5.2,1.1,75.9,45.5,22.8,7.6,5,8.513,0.961,0,0.807,1,2,22.1,110,336,CASE-8163-Q,4025-09-09,Marshal Keir,commute,automated,auto,Vega Spire,Zenthar Relay,SeaGreen,Power levels nominal. Adjusting trajectory.,CXS-7089-PJ
SUV,Vortex R7,Fusion-B,1250,1.5,268,189,131,101.9,FusionCore,8.4,1.6,67.5,40.5,20.2,6.8,7,3.489,0.301,5,0.899,0,4,80.3,215,349,CASE-379-C,4025-06-08,Commander Yulo,commute,automated,auto,Helion Hub,Vega Spire,OrangeRed,Minor vibration detected. Monitoring systems.,CXS-8130-QO
SUV,Vortex R7,Ion-A,1250,1.5,290,152,112,260.5,IonGel,5.2,1.1,59.9,35.9,18.0,6.0,5,3.04,0.122,4,0.898,3,0,80.6,270,20,CASE-3524-S,4025-08-06,Elia Vorn,commute,automated,auto,Zenthar Relay,Cryon Reach,MidnightBlue,Power levels nominal. Adjusting trajectory.,CXS-6527-BB
Micro,Nimbus X1,Fusion-B,700,0.8,121,84,124,266.0,FusionCore,8.4,1.6,56.6,34.0,17.0,5.7,8,5.292,0.381,3,0.948,2,4,9.2,114,24,CASE-8108-T,4025-07-03,Captain Kael,commute,automated,auto,Zenthar Relay,Orryx Haven,SeaShell,Re-routing due to unstable path.,CXS-1170-JR
Sedan,Stratos M2,Ion-A,950,1.2,193,120,285,187.1,PlasmaCell,6.7,1.3,46.8,28.1,14.0,4.7,0,7.872,0.926,2,0.784,5,1,83.2,298,235,CASE-1761-N,4025-01-23,Captain Kael,commute,automated,auto,Cryon Reach,Cerebra Ring,DarkSlateBlue,Minor vibration detected. Monitoring systems.,CXS-2964-IX
Sedan,Stratos M2,Fusion-B,950,1.2,220,109,205,227.4,PlasmaCell,6.7,1.3,66.7,40.0,20.0,6.7,6,3.329,0.171,1,0.727,0,0,87.5,30,108,CASE-6606-L,4025-05-11,Commander Yulo,commute,automated,auto,Cryon Reach,Helion Hub,Brown,Clear path confirmed. Continuing cruise.,CXS-1215-MB
Micro,Nimbus X1,Plasma-A,700,0.8,133,109,148,197.5,FusionCore,8.4,1.6,53.6,32.2,16.1,5.4,7,2.224,0.449,4,0.765,2,3,14.8,157,295,CASE-9204-G,4025-11-05,Axel Orov,commute,automated,auto,Helion Hub,Thalos Crossing,MistyRose,Clear path confirmed. Continuing cruise.,CXS-2672-RJ
Sedan,Stratos M2,Ion-A,950,1.2,239,106,128,148.1,PlasmaCell,6.7,1.3,75.8,45.5,22.7,7.6,6,2.066,0.413,3,0.496,2,2,8.8,332,195,CASE-6329-Q,4025-11-17,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Cryon Reach,RoyalBlue,Clear path confirmed. Continuing cruise.,CXS-7923-YR
Sedan,Stratos M2,Fusion-B,950,1.2,217,112,145,218.8,FusionCore,8.4,1.6,61.2,36.7,18.4,6.1,3,2.9,0.128,0,0.286,5,5,36.4,201,51,CASE-1946-E,4025-11-02,Zara Strix,commute,automated,auto,Thalos Crossing,Zenthar Relay,DarkGray,Power levels nominal. Adjusting trajectory.,CXS-4602-ML
Micro,Nimbus X1,Fusion-B,700,0.8,172,97,152,134.2,FusionCore,8.4,1.6,48.1,28.9,14.4,4.8,8,6.695,0.88,0,0.069,3,1,86.6,341,242,CASE-9139-L,4025-02-06,Axel Orov,commute,automated,auto,Zenthar Relay,Cerebra Ring,DarkTurquoise,Power levels nominal. Adjusting trajectory.,CXS-8011-GT
SUV,Vortex R7,Plasma-A,1250,1.5,252,151,119,134.1,FusionCore,8.4,1.6,70.4,42.2,21.1,7.0,7,5.107,0.121,2,0.519,1,0,9.0,171,231,CASE-6576-Q,4025-10-01,Captain Kael,commute,automated,auto,Lunaris Port,Helion Hub,BlueViolet,Clear path confirmed. Continuing cruise.,CXS-9039-BB
Micro,Nimbus X1,Ion-A,700,0.8,142,114,269,197.3,FusionCore,8.4,1.6,54.6,32.8,16.4,5.5,8,8.92,0.625,5,0.626,3,1,59.3,72,182,CASE-5456-Z,4025-12-11,Captain Kael,commute,automated,auto,Lunaris Port,Thalos Crossing,Sienna,Re-routing due to unstable path.,CXS-9156-QO
Sedan,Stratos M2,Ion-A,950,1.2,211,136,278,294.7,PlasmaCell,6.7,1.3,54.4,32.6,16.3,5.4,8,5.179,0.562,4,0.332,2,2,17.2,296,266,CASE-9932-Q,4025-05-21,Zara Strix,commute,automated,auto,Vega Spire,Orryx Haven,DarkSlateGray,Power levels nominal. Adjusting trajectory.,CXS-6624-KT
Micro,Nimbus X1,Fusion-B,700,0.8,127,107,245,293.6,FusionCore,8.4,1.6,71.7,43.0,21.5,7.2,7,5.638,0.588,2,0.777,0,1,25.5,303,63,CASE-2662-M,4025-11-05,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Lunaris Port,Lime,Clear path confirmed. Continuing cruise.,CXS-1871-SK
SUV,Vortex R7,Plasma-A,1250,1.5,289,140,190,232.1,FusionCore,8.4,1.6,40.0,24.0,12.0,4.0,7,1.746,0.982,4,0.282,2,1,73.1,326,197,CASE-8351-R,4025-09-22,Captain Kael,commute,automated,auto,Zenthar Relay,Vega Spire,SlateGray,Re-routing due to unstable path.,CXS-7923-WS
SUV,Vortex R7,Fusion-B,1250,1.5,262,197,177,219.4,FusionCore,8.4,1.6,46.9,28.1,14.1,4.7,2,4.664,0.366,4,0.183,3,0,12.5,226,355,CASE-7780-A,4025-03-22,Captain Kael,commute,automated,auto,Cerebra Ring,Helion Hub,NavajoWhite,Minor vibration detected. Monitoring systems.,CXS-6132-KV
Micro,Nimbus X1,Ion-A,700,0.8,179,102,190,185.5,FusionCore,8.4,1.6,56.8,34.1,17.0,5.7,5,2.325,0.814,1,0.542,2,0,68.0,201,64,CASE-6824-S,4025-01-25,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Cryon Reach,Linen,Minor vibration detected. Monitoring systems.,CXS-7601-ZX
Micro,Nimbus X1,Plasma-A,700,0.8,120,109,217,267.8,PlasmaCell,6.7,1.3,43.4,26.0,13.0,4.3,4,7.378,0.211,4,0.049,1,4,66.6,253,69,CASE-436-T,4025-10-04,Elia Vorn,commute,automated,auto,Zenthar Relay,Thalos Crossing,Sienna,Re-routing due to unstable path.,CXS-4662-IU
Micro,Nimbus X1,Plasma-A,700,0.8,160,89,260,162.2,FusionCore,8.4,1.6,79.6,47.8,23.9,8.0,0,2.434,0.561,0,0.827,0,0,27.0,247,94,CASE-9463-H,4025-12-07,Commander Yulo,commute,automated,auto,Lunaris Port,Thalos Crossing,CadetBlue,Minor vibration detected. Monitoring systems.,CXS-4849-SP
Micro,Nimbus X1,Ion-A,700,0.8,136,119,212,271.9,PlasmaCell,6.7,1.3,64.7,38.8,19.4,6.5,2,7.691,0.523,4,0.585,2,3,34.7,54,237,CASE-8589-U,4025-03-27,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Vega Spire,Olive,Fuel low. Navigating around debris.,CXS-7830-EV
SUV,Vortex R7,Ion-A,1250,1.5,268,141,217,124.0,FusionCore,8.4,1.6,55.6,33.4,16.7,5.6,7,4.979,0.24,3,0.901,4,0,15.7,77,180,CASE-517-S,4025-06-05,Commander Yulo,commute,automated,auto,Zenthar Relay,Lunaris Port,DarkOliveGreen,Power levels nominal. Adjusting trajectory.,CXS-6558-GA
SUV,Vortex R7,Fusion-B,1250,1.5,267,157,177,284.7,PlasmaCell,6.7,1.3,42.7,25.6,12.8,4.3,8,5.603,0.401,2,0.808,0,5,14.3,49,340,CASE-5139-N,4025-11-06,Commander Yulo,commute,automated,auto,Thalos Crossing,Cryon Reach,DeepPink,Minor vibration detected. Monitoring systems.,CXS-2740-NW
SUV,Vortex R7,Ion-A,1250,1.5,336,170,294,146.3,FusionCore,8.4,1.6,70.9,42.5,21.3,7.1,0,2.072,0.173,4,0.029,0,5,40.5,68,326,CASE-6723-Q,4025-07-03,Marshal Keir,commute,automated,auto,Cryon Reach,Lunaris Port,SeaShell,Clear path confirmed. Continuing cruise.,CXS-4272-XX
Sedan,Stratos M2,Ion-A,950,1.2,212,131,273,157.2,FusionCore,8.4,1.6,48.0,28.8,14.4,4.8,0,8.486,0.418,4,0.344,5,5,47.5,97,106,CASE-2262-Q,4025-10-01,Tamsin Ryx,commute,automated,auto,Orryx Haven,Zenthar Relay,HoneyDew,Power levels nominal. Adjusting trajectory.,CXS-8761-RK
Micro,Nimbus X1,Plasma-A,700,0.8,142,102,243,270.7,PlasmaCell,6.7,1.3,72.1,43.3,21.6,7.2,2,3.596,0.312,1,0.81,2,3,63.3,34,80,CASE-7837-Q,4025-10-03,Zara Strix,commute,automated,auto,Thalos Crossing,Cryon Reach,OldLace,Power levels nominal. Adjusting trajectory.,CXS-5719-KF
Sedan,Stratos M2,Fusion-B,950,1.2,248,136,232,286.4,IonGel,5.2,1.1,60.0,36.0,18.0,6.0,7,9.951,0.129,0,0.744,4,5,29.7,339,31,CASE-8734-K,4025-12-04,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Zenthar Relay,YellowGreen,Minor vibration detected. Monitoring systems.,CXS-4860-LV
SUV,Vortex R7,Plasma-A,1250,1.5,259,191,256,240.6,PlasmaCell,6.7,1.3,70.6,42.4,21.2,7.1,1,5.192,0.732,3,0.647,2,1,1.9,28,13,CASE-4331-T,4025-10-24,Elia Vorn,commute,automated,auto,Lunaris Port,Cryon Reach,SkyBlue,Clear path confirmed. Continuing cruise.,CXS-4214-GH
Micro,Nimbus X1,Fusion-B,700,0.8,158,104,275,247.6,PlasmaCell,6.7,1.3,62.1,37.3,18.6,6.2,6,1.993,0.666,1,0.428,1,0,53.0,116,211,CASE-9143-J,4025-07-23,Zara Strix,commute,automated,auto,Lunaris Port,Zenthar Relay,Ivory,Fuel low. Navigating around debris.,CXS-9785-JY
Micro,Nimbus X1,Fusion-B,700,0.8,122,80,163,262.5,PlasmaCell,6.7,1.3,43.1,25.9,12.9,4.3,5,9.279,0.219,4,0.079,4,1,44.5,182,112,CASE-3396-W,4025-01-11,Marshal Keir,commute,automated,auto,Orryx Haven,Zenthar Relay,SlateGray,Re-routing due to unstable path.,CXS-8266-KP
Micro,Nimbus X1,Fusion-B,700,0.8,139,103,174,273.8,PlasmaCell,6.7,1.3,49.8,29.9,14.9,5.0,6,2.768,0.964,5,0.122,1,0,88.0,357,225,CASE-9183-Z,4025-06-14,Elia Vorn,commute,automated,auto,Zenthar Relay,Orryx Haven,LightSalmon,Power levels nominal. Adjusting trajectory.,CXS-8434-JD
Sedan,Stratos M2,Plasma-A,950,1.2,182,131,169,155.6,IonGel,5.2,1.1,55.4,33.2,16.6,5.5,0,4.338,0.285,3,0.641,2,0,81.9,172,134,CASE-8899-M,4025-07-16,Axel Orov,commute,automated,auto,Vega Spire,Lunaris Port,Orchid,Minor vibration detected. Monitoring systems.,CXS-4547-LY
Sedan,Stratos M2,Ion-A,950,1.2,223,146,211,273.1,PlasmaCell,6.7,1.3,71.3,42.8,21.4,7.1,4,9.419,0.623,3,0.958,1,1,81.7,143,349,CASE-4758-B,4025-07-24,Elia Vorn,commute,automated,auto,Lunaris Port,Thalos Crossing,LightSlateGray,Minor vibration detected. Monitoring systems.,CXS-5495-WC
Sedan,Stratos M2,Fusion-B,950,1.2,211,149,175,167.5,PlasmaCell,6.7,1.3,55.8,33.5,16.7,5.6,0,6.054,0.333,2,0.01,2,3,57.4,284,111,CASE-7247-U,4025-11-26,Axel Orov,commute,automated,auto,Zenthar Relay,Orryx Haven,LightCyan,Re-routing due to unstable path.,CXS-7694-XP
Sedan,Stratos M2,Ion-A,950,1.2,254,105,256,210.3,FusionCore,8.4,1.6,78.1,46.9,23.4,7.8,6,6.529,0.642,0,0.18,3,4,28.6,283,116,CASE-3310-R,4025-05-28,Axel Orov,commute,automated,auto,Thalos Crossing,Vega Spire,LightPink,Re-routing due to unstable path.,CXS-1996-RW
Micro,Nimbus X1,Fusion-B,700,0.8,136,96,273,269.0,IonGel,5.2,1.1,74.0,44.4,22.2,7.4,7,5.512,0.387,4,0.654,1,0,29.4,184,171,CASE-2249-D,4025-02-03,Tamsin Ryx,commute,automated,auto,Lunaris Port,Helion Hub,LawnGreen,Re-routing due to unstable path.,CXS-7686-HB
Micro,Nimbus X1,Plasma-A,700,0.8,143,110,259,106.2,FusionCore,8.4,1.6,54.7,32.8,16.4,5.5,5,8.034,0.614,0,0.585,1,3,68.6,332,40,CASE-8700-H,4025-10-07,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Vega Spire,Lavender,Power levels nominal. Adjusting trajectory.,CXS-2266-BD
