space_weight_kg,thrust_kN,power_capacity_kWh,engine_class,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Zone,Average_Threat_Angle_Offset,DangerScore,DangerLabel,FuelUsed,fuel_cost,total_cost,CurrentHeading,PredictedHeading,TurnDirection,AdjustedForThreats,AngleDensity,TurnAngle,MomentumBias,ThreatsLeft,ThreatsRight,Reason,TripScore,Evaluation,Comments
2089,44.5,166.0,Plasma-A,8,5.13,0.33,3,0.19,4,3,green,66.3,0.464,Medium,3.985,19.93,19.93,126,154,right,True,0.19,28,right,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.593,Risky,Moderate danger or cost detected
1754,71.6,230.8,Ion-A,4,7.82,0.26,1,0.86,5,0,green,80.7,0.348,Low,0.824,4.12,4.12,338,32,right,True,0.86,54,right,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.708,Good,Safe with minor inefficiencies
2029,73.1,222.4,Ion-A,3,1.78,0.7,1,0.18,0,0,red,12.7,0.588,Medium,1.173,5.87,5.87,17,44,right,True,0.18,27,right,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.658,Good,Safe with minor inefficiencies
2012,52.9,179.7,Plasma-A,0,3.35,0.31,1,0.75,5,0,yellow,85.9,0.282,Low,2.127,10.63,10.63,224,274,right,True,0.75,50,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.691,Good,Safe with minor inefficiencies
1952,52.1,255.7,Ion-A,0,1.1,0.69,1,0.69,4,2,green,5.6,0.445,Medium,1.377,6.88,6.88,294,342,right,True,0.69,48,,4,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.66,Good,Safe with minor inefficiencies
1991,44.7,189.1,Plasma-A,5,4.65,0.55,1,0.9,2,1,red,63.3,0.68,Medium,3.755,18.77,18.77,266,322,right,True,0.9,56,left,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.453,Risky,Moderate danger or cost detected
1823,52.4,158.8,Fusion-B,4,9.25,0.37,0,0.61,4,4,red,19.7,0.503,Medium,1.815,9.07,9.07,89,89,none,False,0.61,0,right,4,4,No threats detected,0.726,Good,Safe with minor inefficiencies
1969,45.3,164.5,Fusion-B,0,7.73,0.65,2,0.42,5,5,yellow,49.4,0.264,Low,2.302,11.51,11.51,268,305,right,True,0.42,37,,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.72,Good,Safe with minor inefficiencies
2113,70.3,268.3,Fusion-B,6,8.43,0.79,1,0.68,2,3,green,53.6,0.47,Medium,1.672,8.36,8.36,275,228,left,True,0.68,47,right,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.641,Good,Safe with minor inefficiencies
1646,71.5,224.1,Ion-A,4,5.75,0.43,5,0.92,1,3,green,10.1,0.537,Medium,0.927,4.63,4.63,287,230,left,True,0.92,57,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.621,Good,Safe with minor inefficiencies
1826,73.2,284.5,Plasma-A,8,2.82,0.58,1,0.16,3,1,yellow,76.9,0.583,Medium,1.963,9.82,9.82,104,130,right,True,0.16,26,,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.63,Good,Safe with minor inefficiencies
2062,57.7,248.8,Ion-A,7,7.45,0.54,2,0.9,0,4,red,40.1,0.835,High,1.513,7.56,7.56,97,41,left,True,0.9,56,left,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.481,Risky,Moderate danger or cost detected
1674,42.2,161.1,Fusion-B,0,4.74,0.61,0,0.56,1,4,red,60.5,0.299,Low,2.341,11.71,11.71,343,343,none,False,0.56,0,right,1,4,No threats detected,0.787,Good,Safe with minor inefficiencies
1622,52.3,143.5,Fusion-B,3,3.29,0.1,2,0.22,2,0,green,6.6,0.295,Low,1.351,6.75,6.75,97,126,right,True,0.22,29,left,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.764,Good,Safe with minor inefficiencies
2164,56.9,252.1,Fusion-B,3,5.87,0.15,5,0.89,4,5,green,88.8,0.389,Low,1.543,7.71,7.71,203,147,left,True,0.89,56,left,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.658,Good,Safe with minor inefficiencies
1965,58.9,185.9,Fusion-B,4,2.62,0.22,3,0.64,3,4,red,65.6,0.624,Medium,1.604,8.02,8.02,183,137,left,True,0.64,46,,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.584,Risky,Moderate danger or cost detected
1667,78.6,199.9,Fusion-B,8,9.02,0.5,3,0.92,3,0,red,34.0,0.928,High,1.933,9.67,9.67,240,297,right,True,0.92,57,,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.425,Risky,Moderate danger or cost detected
1608,43.2,294.3,Fusion-B,5,8.87,0.22,3,0.86,0,4,green,10.7,0.481,Medium,2.543,12.71,12.71,74,20,left,True,0.86,54,left,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.586,Risky,Moderate danger or cost detected
1667,79.7,202.9,Plasma-A,6,2.15,0.98,2,0.83,1,1,yellow,68.1,0.741,Medium,2.065,10.32,10.32,117,170,right,True,0.83,53,right,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.503,Risky,Moderate danger or cost detected
1983,79.1,214.1,Ion-A,7,7.47,0.48,4,0.38,5,5,yellow,20.7,0.659,Medium,1.303,6.51,6.51,131,166,right,True,0.38,35,right,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.607,Good,Safe with minor inefficiencies
2140,58.4,164.8,Plasma-A,7,2.7,0.89,3,0.77,1,5,yellow,2.9,0.871,High,2.869,14.35,14.35,86,35,left,True,0.77,51,left,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.423,Risky,Moderate danger or cost detected
2137,66.4,238.4,Plasma-A,7,9.43,0.9,1,0.24,4,5,green,6.1,0.489,Medium,2.132,10.66,10.66,268,238,left,True,0.24,30,left,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.652,Good,Safe with minor inefficiencies
1476,63.8,211.4,Plasma-A,0,7.05,0.88,0,0.24,3,1,red,4.0,0.272,Low,1.229,6.15,6.15,118,118,none,False,0.24,0,left,3,1,No threats detected,0.842,Excellent,Efficient and low-risk path
2124,57.6,226.4,Ion-A,0,7.79,0.8,1,0.14,4,3,yellow,89.4,0.184,Low,1.041,5.21,5.21,30,56,right,True,0.14,26,right,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.827,Excellent,Efficient and low-risk path
2053,49.4,286.6,Plasma-A,7,6.18,0.62,5,0.77,3,0,green,73.7,0.575,Medium,3.03,15.15,15.15,272,323,right,True,0.77,51,right,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.535,Risky,Moderate danger or cost detected
1821,49.5,280.2,Ion-A,0,9.87,0.57,4,0.41,5,2,red,24.8,0.376,Low,1.2,6.0,6.0,146,182,right,True,0.41,36,left,5,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.722,Good,Safe with minor inefficiencies
1914,62.3,234.7,Plasma-A,6,7.62,0.26,1,0.68,0,0,red,50.0,0.628,Medium,1.932,9.66,9.66,76,29,left,True,0.68,47,left,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.567,Risky,Moderate danger or cost detected
1596,41.9,195.1,Plasma-A,8,6.79,0.44,2,0.52,2,2,yellow,62.7,0.625,Medium,3.545,17.73,17.73,40,81,right,True,0.52,41,,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.517,Risky,Moderate danger or cost detected
1815,46.0,200.2,Fusion-B,3,7.79,0.53,5,0.85,1,2,red,27.1,0.703,Medium,2.451,12.26,12.26,41,347,left,True,0.85,54,left,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.501,Risky,Moderate danger or cost detected
1495,68.3,268.9,Fusion-B,6,9.23,0.61,3,0.97,4,3,green,50.2,0.542,Medium,1.159,5.79,5.79,326,25,right,True,0.97,59,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.606,Good,Safe with minor inefficiencies
2119,45.4,178.9,Ion-A,1,2.83,0.68,3,0.92,3,5,yellow,76.2,0.479,Medium,2.07,10.35,10.35,289,232,left,True,0.92,57,left,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.599,Risky,Moderate danger or cost detected
1940,43.7,255.9,Ion-A,3,2.71,0.34,1,0.67,5,4,yellow,54.3,0.45,Medium,2.086,10.43,10.43,138,185,right,True,0.67,47,left,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.632,Good,Safe with minor inefficiencies
1476,74.9,170.1,Plasma-A,4,7.86,0.75,4,0.56,4,5,green,43.1,0.447,Medium,1.639,8.2,8.2,91,49,left,True,0.56,42,,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.662,Good,Safe with minor inefficiencies
1416,74.8,193.3,Ion-A,2,9.61,0.11,5,0.94,3,0,yellow,86.6,0.432,Medium,0.845,4.22,4.22,83,141,right,True,0.94,58,right,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.665,Good,Safe with minor inefficiencies
1646,44.7,299.9,Plasma-A,6,5.31,0.32,5,0.6,4,2,yellow,18.4,0.68,Medium,3.105,15.53,15.53,71,115,right,True,0.6,44,left,4,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.506,Risky,Moderate danger or cost detected
1912,76.6,228.3,Plasma-A,5,7.98,0.44,0,0.53,0,3,green,32.3,0.365,Low,1.834,9.17,9.17,38,38,none,False,0.53,0,,0,3,No threats detected,0.781,Good,Safe with minor inefficiencies
2019,50.5,222.1,Plasma-A,6,5.48,0.19,2,0.98,0,5,yellow,42.3,0.626,Medium,2.832,14.16,14.16,230,171,left,True,0.98,59,right,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.505,Risky,Moderate danger or cost detected
1633,73.6,286.3,Fusion-B,8,4.34,0.47,3,0.56,3,1,red,19.9,0.896,High,1.701,8.51,8.51,299,341,right,True,0.56,42,right,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.48,Risky,Moderate danger or cost detected
1487,45.8,181.7,Plasma-A,4,9.41,0.62,1,0.42,5,0,green,13.7,0.358,Low,2.199,10.99,10.99,137,174,right,True,0.42,37,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.687,Good,Safe with minor inefficiencies
1789,53.2,200.8,Plasma-A,2,8.5,0.55,5,0.65,3,2,yellow,61.6,0.46,Medium,2.244,11.22,11.22,54,100,right,True,0.65,46,left,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.624,Good,Safe with minor inefficiencies
1405,50.3,271.5,Fusion-B,7,9.7,0.68,2,0.49,2,0,green,15.1,0.522,Medium,1.53,7.65,7.65,44,84,right,True,0.49,40,left,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.641,Good,Safe with minor inefficiencies
1841,71.8,167.1,Fusion-B,8,7.48,0.54,4,0.92,4,3,green,48.8,0.632,Medium,1.488,7.44,7.44,13,70,right,True,0.92,57,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.561,Risky,Moderate danger or cost detected
1762,65.7,149.4,Plasma-A,1,1.3,0.86,4,0.95,4,2,yellow,60.1,0.663,Medium,1.755,8.77,8.77,6,64,right,True,0.95,58,,4,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.536,Risky,Moderate danger or cost detected
1823,70.6,206.0,Fusion-B,1,8.58,0.31,5,0.71,4,1,red,0.8,0.532,Medium,1.448,7.24,7.24,266,314,right,True,0.71,48,left,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.623,Good,Safe with minor inefficiencies
2101,60.2,199.7,Fusion-B,2,6.56,0.7,1,0.62,2,2,yellow,43.5,0.391,Low,1.396,6.98,6.98,252,207,left,True,0.62,45,left,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.688,Good,Safe with minor inefficiencies
1464,59.5,141.1,Ion-A,6,5.96,0.11,2,0.53,3,2,yellow,24.7,0.535,Medium,0.827,4.13,4.13,39,80,right,True,0.53,41,,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.662,Good,Safe with minor inefficiencies
1657,79.1,142.7,Ion-A,7,8.32,0.71,4,0.81,4,1,yellow,81.9,0.689,Medium,1.089,5.45,5.45,54,106,right,True,0.81,52,left,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.565,Risky,Moderate danger or cost detected
1711,44.3,155.4,Ion-A,6,2.34,0.27,2,0.53,4,3,yellow,73.4,0.573,Medium,1.778,8.89,8.89,225,266,right,True,0.53,41,,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.609,Good,Safe with minor inefficiencies
1840,50.7,203.5,Plasma-A,2,4.36,0.47,2,0.57,2,4,red,89.1,0.433,Medium,2.558,12.79,12.79,102,59,left,True,0.57,43,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.629,Good,Safe with minor inefficiencies
1721,49.0,249.4,Ion-A,6,8.63,0.69,2,0.86,2,5,red,68.4,0.741,Medium,1.394,6.97,6.97,324,270,left,True,0.86,54,right,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.528,Risky,Moderate danger or cost detected
1989,43.7,200.7,Ion-A,5,5.97,0.15,3,0.01,2,3,yellow,15.4,0.415,Medium,2.139,10.69,10.69,58,38,left,True,0.01,20,right,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.704,Good,Safe with minor inefficiencies
1604,60.0,209.4,Plasma-A,8,8.06,0.61,1,0.86,5,4,green,8.6,0.608,Medium,1.668,8.34,8.34,236,290,right,True,0.86,54,left,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.57,Risky,Moderate danger or cost detected
1848,61.1,146.8,Fusion-B,1,2.9,0.88,3,0.89,5,3,green,42.8,0.426,Medium,1.454,7.27,7.27,324,20,right,True,0.89,56,,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.647,Good,Safe with minor inefficiencies
1647,41.9,151.9,Fusion-B,2,9.33,0.91,5,0.56,3,3,green,3.0,0.437,Medium,2.814,14.07,14.07,229,271,right,True,0.56,42,right,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.619,Good,Safe with minor inefficiencies
1890,77.2,190.3,Plasma-A,6,9.65,0.63,4,0.75,4,5,yellow,64.1,0.643,Medium,2.206,11.03,11.03,278,228,left,True,0.75,50,left,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.543,Risky,Moderate danger or cost detected
1768,55.9,152.3,Plasma-A,8,2.46,0.32,4,0.83,5,0,green,35.0,0.671,Medium,2.023,10.12,10.12,127,180,right,True,0.83,53,,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.533,Risky,Moderate danger or cost detected
1570,75.9,193.1,Plasma-A,0,7.8,0.23,4,0.99,5,5,red,65.2,0.439,Medium,1.78,8.9,8.9,204,264,right,True,0.99,60,,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.62,Good,Safe with minor inefficiencies
1840,42.1,209.9,Ion-A,0,8.55,0.41,0,0.77,2,1,red,85.9,0.272,Low,1.812,9.06,9.06,265,265,none,False,0.77,0,right,2,1,No threats detected,0.819,Excellent,Efficient and low-risk path
1994,55.9,263.8,Plasma-A,3,1.27,0.35,3,0.99,2,3,yellow,44.2,0.697,Medium,2.282,11.41,11.41,347,287,left,True,0.99,60,right,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.497,Risky,Moderate danger or cost detected
2107,54.2,290.6,Plasma-A,2,4.89,0.71,2,0.66,0,3,green,7.7,0.38,Low,2.123,10.62,10.62,151,105,left,True,0.66,46,right,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.661,Good,Safe with minor inefficiencies
1487,64.7,267.7,Ion-A,2,7.42,0.17,2,0.15,2,2,yellow,64.1,0.233,Low,0.665,3.33,3.33,105,131,right,True,0.15,26,right,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.822,Excellent,Efficient and low-risk path
1894,65.4,258.3,Fusion-B,7,3.85,0.2,0,0.01,3,5,red,27.7,0.544,Medium,1.451,7.26,7.26,231,231,none,False,0.01,0,,3,5,No threats detected,0.724,Good,Safe with minor inefficiencies
1468,54.4,183.2,Fusion-B,0,2.19,0.27,5,0.45,0,0,yellow,49.9,0.389,Low,1.13,5.65,5.65,331,293,left,True,0.45,38,left,0,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.715,Good,Safe with minor inefficiencies
2093,56.3,144.2,Ion-A,3,4.19,0.18,4,0.6,1,4,green,29.2,0.387,Low,1.062,5.31,5.31,169,125,left,True,0.6,44,right,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.705,Good,Safe with minor inefficiencies
1836,55.4,186.7,Fusion-B,3,4.49,0.18,3,0.9,5,1,green,81.5,0.369,Low,1.368,6.84,6.84,327,23,right,True,0.9,56,right,5,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.673,Good,Safe with minor inefficiencies
1805,79.1,231.5,Ion-A,3,2.53,0.44,3,0.14,4,3,yellow,27.1,0.44,Medium,1.186,5.93,5.93,2,28,right,True,0.14,26,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.719,Good,Safe with minor inefficiencies
1610,59.7,150.1,Fusion-B,1,4.91,0.48,4,0.48,0,4,green,6.9,0.327,Low,1.079,5.39,5.39,187,148,left,True,0.48,39,,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.739,Good,Safe with minor inefficiencies
1601,50.1,179.5,Fusion-B,1,6.63,0.63,2,0.2,5,3,red,9.6,0.35,Low,1.466,7.33,7.33,327,355,right,True,0.2,28,,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.739,Good,Safe with minor inefficiencies
2011,52.2,291.8,Fusion-B,6,3.99,0.66,4,0.8,0,2,yellow,29.7,0.746,Medium,2.018,10.09,10.09,234,182,left,True,0.8,52,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.505,Risky,Moderate danger or cost detected
1576,53.4,270.5,Plasma-A,4,8.74,0.98,4,0.14,4,0,red,28.9,0.617,Medium,1.962,9.81,9.81,68,94,right,True,0.14,26,,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.617,Good,Safe with minor inefficiencies
1520,77.9,172.1,Ion-A,4,3.83,0.97,0,0.97,1,2,red,26.2,0.745,Medium,0.971,4.85,4.85,72,72,none,False,0.97,0,right,1,2,No threats detected,0.663,Good,Safe with minor inefficiencies
1797,67.8,218.6,Fusion-B,2,6.18,0.32,4,0.38,3,3,green,73.5,0.281,Low,1.157,5.79,5.79,249,284,right,True,0.38,35,right,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.764,Good,Safe with minor inefficiencies
2110,55.7,158.2,Plasma-A,2,6.07,0.63,4,0.55,1,3,yellow,61.4,0.437,Medium,2.429,12.14,12.14,71,29,left,True,0.55,42,left,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.635,Good,Safe with minor inefficiencies
1722,62.0,292.5,Fusion-B,0,5.15,0.74,2,0.44,0,3,green,26.2,0.25,Low,1.118,5.59,5.59,99,61,left,True,0.44,38,right,0,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.771,Good,Safe with minor inefficiencies
1975,67.7,271.0,Plasma-A,7,8.16,0.47,3,0.5,5,3,yellow,57.0,0.606,Medium,1.982,9.91,9.91,227,267,right,True,0.5,40,right,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.589,Risky,Moderate danger or cost detected
1571,49.7,245.4,Ion-A,0,7.44,0.81,1,0.07,2,0,yellow,89.2,0.173,Low,1.026,5.13,5.13,115,138,right,True,0.07,23,right,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.839,Excellent,Efficient and low-risk path
1695,59.2,204.1,Ion-A,7,5.56,0.93,4,0.69,5,3,red,48.9,0.913,High,1.204,6.02,6.02,261,309,right,True,0.69,48,left,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.48,Risky,Moderate danger or cost detected
1986,71.6,197.5,Ion-A,4,9.06,0.58,4,0.64,2,4,green,7.6,0.469,Medium,1.12,5.6,5.6,225,179,left,True,0.64,46,right,2,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.665,Good,Safe with minor inefficiencies
1623,70.8,245.2,Fusion-B,1,4.2,0.68,5,0.04,5,1,yellow,88.5,0.322,Low,1.077,5.38,5.38,16,38,right,True,0.04,22,right,5,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.779,Good,Safe with minor inefficiencies
1669,67.1,203.9,Fusion-B,1,7.77,0.97,3,0.43,0,1,green,0.9,0.338,Low,1.07,5.35,5.35,301,264,left,True,0.43,37,,0,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.74,Good,Safe with minor inefficiencies
2127,50.3,221.7,Plasma-A,6,5.67,0.62,1,0.58,4,1,green,40.1,0.46,Medium,3.011,15.05,15.05,105,148,right,True,0.58,43,left,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.6,Good,Safe with minor inefficiencies
1983,55.6,263.6,Fusion-B,8,6.3,0.55,2,0.34,4,4,green,2.2,0.547,Medium,1.762,8.81,8.81,165,131,left,True,0.34,34,,4,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.635,Good,Safe with minor inefficiencies
1696,51.8,287.3,Plasma-A,4,1.77,0.85,4,0.73,5,0,green,31.3,0.596,Medium,2.249,11.25,11.25,210,259,right,True,0.73,49,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.563,Risky,Moderate danger or cost detected
