car_type,earth_weight_kg,space_weight_kg,thrust_kN,power_capacity_kWh,engine_class
SUV,2140,3219,73.5,235.9,Fusion-C
Sedan,1558,2344,41.2,161.4,Fusion-B
Micro,986,1475,24.2,100.1,Ion-A
Micro,984,1478,30.0,110.2,Ion-A
Coupe,1296,1940,40.5,139.3,Ion-B
Transport,2344,3509,108.6,279.4,Plasma-A
Coupe,1332,2003,39.2,123.7,Ion-B
Micro,1065,1594,30.5,182.5280644481887,Ion-A
Micro,910,1365,24.9,124.3,Ion-A
Micro,1049,1583,36.0,96.3,Ion-A
Coupe,1344,2011,43.9,133.5,Ion-B
SUV,2132,3204,61.9,207.2,Fusion-C
Coupe,1271,1915,30.9,123.2,Ion-B
Sedan,1578,2377,41.0,182.5280644481887,Fusion-B
SUV,2075,3115,60.4,223.9,Fusion-C
Transport,2708,4053,115.4,250.6,Plasma-A
Sedan,1450,2169,53.9,183.8,Fusion-B
Transport,2383,3575,97.2,294.2,Plasma-A
Sedan,1524,2276,55.6,195.0,Fusion-B
Transport,2460,3699,112.2,322.8,Plasma-A
Micro,918,1376,25.8,95.4,Ion-A
Coupe,1322,1989,38.6,109.3,Ion-B
Transport,2371,3558,97.7,355.0,Plasma-A
Transport,2293,3445,97.7,334.7,Plasma-A
Sedan,1460,2181,54.1,161.0,Fusion-B
Transport,2539,3813,80.3,318.2,Plasma-A
Micro,1065,1593,23.1,103.6,Ion-A
Coupe,1275,1903,36.3,92.3,Ion-B
SUV,1992,2986,74.0,220.0,Fusion-C
Coupe,1318,1974,32.2,129.5,Ion-B
Sedan,1455,2190,56.2,160.3,Fusion-B
Transport,2767,4159,107.5,240.9,Plasma-A
Coupe,1375,2058,32.4,130.6,Ion-B
Transport,2300,3455,96.3,316.8,Plasma-A
SUV,2120,3173,58.6,213.6,Fusion-C
Coupe,1314,1968,32.6,113.9,Ion-B
Sedan,1582,2378,47.5,157.6,Fusion-B
Sedan,1504,2259,60.1,138.4,Fusion-B
Transport,2229,3347,86.5,324.6,Plasma-A
SUV,1987,2981,60.9,237.9,Fusion-C
SUV,2003,2995,62.6,201.4,Fusion-C
Transport,2531,3801,74.9,309.2,Plasma-A
Micro,1018,1526,35.3,103.9,Ion-A
Sedan,1585,2381,48.6,146.7,Fusion-B
Coupe,1401,2092,43.4,122.6,Ion-B
Sedan,1564,2338,59.0,187.2,Fusion-B
Transport,2716,4071,97.7,238.0,Plasma-A
Transport,2271,3402,107.7,243.9,Plasma-A
SUV,2025,3041,65.0,200.3,Fusion-C
Coupe,1289,1937,44.7,133.2,Ion-B
SUV,1954,2927,76.6,245.2,Fusion-C
Coupe,1288,1938,39.3,134.2,Ion-B
Coupe,1255,1875,30.3,141.7,Ion-B
Coupe,1328,1993,31.7,112.9,Ion-B
SUV,2179,3269,78.5,256.1,Fusion-C
SUV,1899,2857,65.9,214.7,Fusion-C
Coupe,1299,1942,38.3,124.2,Ion-B
Micro,1098,1646,18.9,95.2,Ion-A
Micro,1033,1550,32.7,74.6,Ion-A
Coupe,1378,2066,40.9,182.5280644481887,Ion-B
Micro,966,1457,29.0,92.2,Ion-A
SUV,2049,3066,61.8,246.7,Fusion-C
SUV,1873,2816,65.5,192.5,Fusion-C
Sedan,1554,2327,41.8,169.3,Fusion-B
Transport,2271,3411,77.6,302.3,Plasma-A
Transport,2572,3860,92.0,182.5280644481887,Plasma-A
SUV,1876,2822,67.5,212.4,Fusion-C
Sedan,1575,2372,54.3,141.9,Fusion-B
Sedan,1465,2200,44.6,153.6,Fusion-B
Coupe,1331,1987,37.6,125.4,Ion-B
Coupe,1197,1792,37.1,182.5280644481887,Ion-B
Sedan,1472,2202,54.6,144.2,Fusion-B
Micro,1098,1648,31.3,108.9,Ion-A
Coupe,1310,1959,41.8,141.1,Ion-B
Micro,948,1418,20.4,101.7,Ion-A
Sedan,1454,2178,49.6,162.7,Fusion-B
Micro,970,1455,27.4,78.2,Ion-A
Coupe,1274,1918,35.4,120.6,Ion-B
SUV,2024,3032,64.2,263.3,Fusion-C
Sedan,1445,2177,56.3,154.4,Fusion-B
Transport,2756,4127,106.1,296.2,Plasma-A
Micro,989,1489,27.4,112.7,Ion-A
Sedan,1571,2354,51.1,182.5280644481887,Fusion-B
Transport,2699,4056,97.7,280.9,Plasma-A
SUV,2039,3050,56.8,242.7,Fusion-C
SUV,1927,2885,60.2,249.7,Fusion-C
Transport,2257,3385,96.8,266.1,Plasma-A
SUV,2040,3061,57.3,255.2,Fusion-C
SUV,1805,2704,60.6,182.5280644481887,Fusion-C
Transport,2563,3845,92.2,257.3,Plasma-A
Transport,2704,4065,93.4,323.4,Plasma-A
Sedan,1592,2378,41.1,166.0,Fusion-B
Coupe,1241,1871,42.0,135.5,Ion-B
Coupe,1251,1884,41.3,123.2,Ion-B
SUV,2125,3183,63.4,211.8,Fusion-C
Sedan,1498,2246,41.3,177.3,Fusion-B
Micro,1089,1630,32.4,107.1,Ion-A
Micro,1071,1615,27.4,89.4,Ion-A
Sedan,1511,2276,52.3,171.7,Fusion-B
Micro,1039,1557,30.7,95.5,Ion-A
Coupe,1288,1923,31.8,182.5280644481887,Ion-B
Sedan,1476,2215,40.9,135.6,Fusion-B
Transport,2541,3818,79.0,241.1,Plasma-A
Micro,1053,1578,24.1,81.6,Ion-A
Coupe,1288,1932,29.5,134.0,Ion-B
Micro,973,1455,27.4,101.9,Ion-A
Coupe,1259,1891,36.5,135.8,Ion-B
Sedan,1536,2297,56.2,182.4,Fusion-B
SUV,1951,2917,57.5,228.1,Fusion-C
Coupe,1361,2051,29.7,93.3,Ion-B
Sedan,1412,2116,42.2,166.2,Fusion-B
Transport,2304,3451,100.7,262.3,Plasma-A
Coupe,1245,1862,43.1,113.8,Ion-B
Transport,2258,3378,111.2,270.8,Plasma-A
Transport,2698,4041,118.7,331.2,Plasma-A
Micro,918,1373,33.7,111.9,Ion-A
SUV,1937,2899,70.2,258.5,Fusion-C
Micro,1054,1584,27.5,91.2,Ion-A
Micro,1079,1627,22.0,117.1,Ion-A
Coupe,1304,1949,30.5,135.8,Ion-B
Sedan,1539,2307,54.2,143.8,Fusion-B
Sedan,1468,2209,51.6,136.3,Fusion-B
SUV,1954,2926,59.4,182.5280644481887,Fusion-C
Sedan,1435,2161,43.7,157.6,Fusion-B
Transport,2314,3461,97.7,273.8,Plasma-A
Coupe,1329,1999,41.3,104.0,Ion-B
Sedan,1433,2142,43.3,176.1,Fusion-B
Transport,2348,3515,103.2,331.7,Plasma-A
Coupe,1239,1867,41.7,129.8,Ion-B
SUV,1952,2921,57.9,254.2,Fusion-C
Transport,2613,3915,88.4,273.0,Plasma-A
Coupe,1249,1882,43.5,152.8,Ion-B
SUV,1824,2732,65.1,251.6,Fusion-C
Coupe,1374,2069,44.8,148.9,Ion-B
Sedan,1524,2290,57.6,193.1,Fusion-B
Transport,2332,3507,77.3,299.1,Plasma-A
SUV,2158,3244,72.5,183.0,Fusion-C
Micro,914,1369,27.4,98.8,Ion-A
Transport,2399,3597,82.9,354.8,Plasma-A
Transport,2288,3424,102.0,310.7,Plasma-A
Coupe,1256,1877,31.1,112.0,Ion-B
SUV,1942,2908,76.3,209.1,Fusion-C
Coupe,1359,2035,45.7,144.3,Ion-B
Sedan,1503,2250,48.4,133.7,Fusion-B
Sedan,1561,2348,54.8,163.9,Fusion-B
Coupe,1303,1952,41.9,149.2,Ion-B
Coupe,1298,1953,39.7,124.4,Ion-B
SUV,1941,2914,67.0,234.0,Fusion-C
Sedan,1518,2277,59.3,163.1,Fusion-B
Coupe,1223,1830,30.8,112.3,Ion-B
SUV,1832,2754,59.2,253.6,Fusion-C
Coupe,1304,1958,33.9,127.7,Ion-B
Micro,967,1451,22.5,106.0,Ion-A
Micro,1103,1646,31.0,89.4,Ion-A
Coupe,1319,1985,40.1,134.4,Ion-B
Coupe,1224,1834,33.2,108.7,Ion-B
Transport,2787,4188,77.5,298.6,Plasma-A
Sedan,1486,2232,51.5,138.4,Fusion-B
Coupe,1284,1930,32.2,109.8,Ion-B
Coupe,1321,1978,44.5,102.7,Ion-B
Transport,2270,3397,89.1,270.9,Plasma-A
Transport,2590,3890,97.3,289.5,Plasma-A
Coupe,1199,1802,35.2,135.0,Ion-B
Micro,974,1456,31.4,101.4,Ion-A
Transport,2625,3930,79.4,310.3,Plasma-A
Transport,2659,3997,95.5,182.5280644481887,Plasma-A
Coupe,1324,1989,37.3,131.7,Ion-B
Micro,1098,1655,27.2,87.5,Ion-A
Micro,1024,1535,25.6,127.4,Ion-A
Transport,2660,4000,111.3,288.9,Plasma-A
Coupe,1198,1789,33.5,138.2,Ion-B
SUV,2029,3040,56.0,213.0,Fusion-C
Coupe,1226,1849,37.5,119.5,Ion-B
Transport,2661,3986,81.2,317.8,Plasma-A
SUV,1848,2766,62.9,222.9,Fusion-C
Coupe,1212,1812,42.9,124.4,Ion-B
Micro,1080,1628,23.6,88.1,Ion-A
SUV,2091,3144,74.4,209.8,Fusion-C
Transport,2768,4142,109.0,253.4,Plasma-A
Coupe,1326,1996,37.6,112.4,Ion-B
SUV,1898,2849,60.5,268.9,Fusion-C
Sedan,1517,2278,54.6,175.4,Fusion-B
Transport,2355,3535,80.0,338.3,Plasma-A
Sedan,1530,2299,40.7,169.1,Fusion-B
SUV,1863,2802,65.7,243.4,Fusion-C
Micro,1033,1549,21.5,99.1,Ion-A
Transport,2331,3498,90.0,303.7,Plasma-A
Sedan,1568,2345,42.4,165.2,Fusion-B
Transport,2206,3306,78.5,258.1,Plasma-A
Sedan,1495,2233,49.4,173.8,Fusion-B
Micro,1080,1617,22.9,108.6,Ion-A
Coupe,1320,1977,37.6,138.6,Ion-B
Micro,1078,1625,19.0,93.2,Ion-A
SUV,2056,3091,74.2,194.9,Fusion-C
Transport,2221,3335,110.8,268.3,Plasma-A
Micro,928,1401,21.9,117.7,Ion-A
Transport,2734,4096,102.1,260.1,Plasma-A
Coupe,1279,1926,38.6,151.3,Ion-B
Coupe,1353,2038,41.3,182.5280644481887,Ion-B
Micro,1024,1536,31.0,100.3,Ion-A
Transport,2603,3912,111.2,320.6,Plasma-A
SUV,1930,2900,59.4,182.5280644481887,Fusion-C
Sedan,1446,2163,45.9,170.6,Fusion-B
Sedan,1486,2238,55.8,149.3,Fusion-B
Micro,971,1452,25.2,106.0,Ion-A
Sedan,1417,2127,54.0,173.1,Fusion-B
Micro,1083,1615,30.8,105.3,Ion-A
Sedan,1505,2266,43.7,158.2,Fusion-B
Micro,1038,1554,27.9,118.8,Ion-A
Micro,950,1433,21.4,110.9,Ion-A
Transport,2453,3686,105.1,281.1,Plasma-A
Coupe,1330,2002,35.6,154.4,Ion-B
SUV,2032,3054,67.0,211.5,Fusion-C
Sedan,1409,2122,49.7,140.0,Fusion-B
SUV,1918,2878,58.4,186.2,Fusion-C
Transport,2370,3558,116.3,285.7,Plasma-A
Transport,2729,4102,99.9,259.9,Plasma-A
Coupe,1251,1871,34.0,135.7,Ion-B
Coupe,1352,2038,41.8,140.8,Ion-B
Sedan,1461,2196,42.6,190.4,Fusion-B
SUV,2143,3220,70.1,249.8,Fusion-C
Sedan,1513,2271,57.6,177.9,Fusion-B
Coupe,1374,2052,37.6,128.7,Ion-B
Micro,1020,1538,27.4,112.3,Ion-A
Coupe,1257,1891,32.3,121.8,Ion-B
Sedan,1540,2317,43.1,163.8,Fusion-B
Sedan,1529,2290,42.5,182.5280644481887,Fusion-B
Micro,914,1372,33.6,118.8,Ion-A
SUV,2182,3266,80.2,238.6,Fusion-C
SUV,1884,2835,67.0,202.2,Fusion-C
Sedan,1422,2125,53.0,192.8,Fusion-B
Micro,937,1400,20.2,97.2,Ion-A
Micro,979,1462,30.1,182.5280644481887,Ion-A
Coupe,1300,1940,36.7,124.5,Ion-B
Transport,2321,3482,110.9,334.4,Plasma-A
Coupe,1282,1932,37.6,119.2,Ion-B
Coupe,1365,2054,37.9,114.1,Ion-B
Sedan,1525,2291,42.3,168.4,Fusion-B
Sedan,1446,2165,55.6,173.7,Fusion-B
Sedan,1498,2250,48.3,190.9,Fusion-B
Sedan,1502,2243,51.9,195.8,Fusion-B
Sedan,1575,2370,50.1,186.6,Fusion-B
SUV,1938,2913,76.1,185.4,Fusion-C
Coupe,1270,1912,29.0,110.4,Ion-B
Micro,953,1432,35.5,104.1,Ion-A
Sedan,1474,2214,51.4,188.5,Fusion-B
Sedan,1604,2415,50.1,161.0,Fusion-B
Micro,1076,1615,30.3,87.3,Ion-A
Sedan,1551,2328,57.7,192.7,Fusion-B
SUV,1906,2866,61.9,205.2,Fusion-C
SUV,1825,2732,56.8,225.2,Fusion-C
Transport,2728,4090,112.2,268.3,Plasma-A
Coupe,1289,1941,45.5,182.5280644481887,Ion-B
Transport,2214,3318,99.8,295.1,Plasma-A
Micro,1060,1581,23.6,102.0,Ion-A
Coupe,1254,1889,31.0,125.6,Ion-B
SUV,2145,3208,67.0,235.3,Fusion-C
Micro,1000,1491,28.5,120.3,Ion-A
Micro,1062,1585,25.5,83.7,Ion-A
Transport,2420,3634,118.6,277.6,Plasma-A
Transport,2470,3696,76.1,233.3,Plasma-A
Transport,2339,3505,104.6,269.0,Plasma-A
SUV,1965,2944,67.0,262.0,Fusion-C
Sedan,1571,2352,44.6,145.7,Fusion-B
Sedan,1595,2398,49.0,148.0,Fusion-B
SUV,1824,2728,68.7,183.2,Fusion-C
Transport,2779,4165,100.6,320.8,Plasma-A
Transport,2432,3644,96.3,347.1,Plasma-A
Micro,1017,1520,26.0,98.7,Ion-A
Transport,2312,3472,103.4,348.2,Plasma-A
SUV,1985,2980,78.5,240.0,Fusion-C
Micro,1030,1539,20.8,79.5,Ion-A
Micro,1046,1567,25.8,117.0,Ion-A
Micro,919,1382,21.9,182.5280644481887,Ion-A
Coupe,1247,1866,41.3,115.6,Ion-B
SUV,2173,3258,74.1,182.5280644481887,Fusion-C
Micro,916,1369,33.5,95.7,Ion-A
Transport,2668,4008,86.3,270.1,Plasma-A
Micro,976,1467,20.6,109.4,Ion-A
SUV,2192,3287,58.2,210.6,Fusion-C
Sedan,1401,2100,52.7,176.8,Fusion-B
Coupe,1323,1981,36.5,137.8,Ion-B
Coupe,1280,1917,35.7,134.4,Ion-B
Sedan,1547,2325,50.1,205.6,Fusion-B
Coupe,1253,1875,39.1,182.5280644481887,Ion-B
SUV,2127,3181,67.0,226.1,Fusion-C
SUV,1846,2767,69.2,248.2,Fusion-C
Transport,2602,3899,100.7,245.8,Plasma-A
SUV,1855,2774,68.7,199.8,Fusion-C
Transport,2355,3538,90.0,347.2,Plasma-A
Coupe,1211,1822,38.6,145.9,Ion-B
Micro,1072,1618,27.9,117.0,Ion-A
Sedan,1577,2367,60.1,168.0,Fusion-B
SUV,2135,3195,62.6,262.2,Fusion-C
Transport,2715,4069,116.1,323.4,Plasma-A
Coupe,1290,1938,41.1,142.2,Ion-B
Sedan,1531,2305,47.0,168.0,Fusion-B
Transport,2270,3400,114.0,271.8,Plasma-A
SUV,2109,3172,76.9,206.2,Fusion-C
Coupe,1312,1968,43.1,117.2,Ion-B
SUV,2053,3087,58.5,183.5,Fusion-C
Micro,997,1498,23.1,90.6,Ion-A
SUV,1821,2736,74.8,250.9,Fusion-C
SUV,2057,3084,67.1,208.6,Fusion-C
Micro,988,1479,32.4,182.5280644481887,Ion-A
Sedan,1463,2189,48.0,172.5,Fusion-B
Sedan,1480,2220,50.4,161.6,Fusion-B
Coupe,1312,1968,44.4,106.2,Ion-B
Sedan,1505,2257,48.6,156.7,Fusion-B
Sedan,1533,2291,49.9,179.5,Fusion-B
Coupe,1337,1999,28.6,124.5,Ion-B
Transport,2346,3528,104.6,182.5280644481887,Plasma-A
Sedan,1455,2177,48.7,154.2,Fusion-B
Transport,2564,3837,83.5,182.5280644481887,Plasma-A
SUV,1822,2726,75.0,197.4,Fusion-C
Transport,2478,3709,118.2,182.5280644481887,Plasma-A
Sedan,1525,2296,54.1,157.6,Fusion-B
Transport,2256,3392,88.6,310.4,Plasma-A
Coupe,1346,2011,36.8,182.5280644481887,Ion-B
Transport,2712,4078,91.7,266.5,Plasma-A
Sedan,1498,2241,45.3,172.3,Fusion-B
SUV,1861,2785,75.4,205.2,Fusion-C
Micro,912,1372,27.4,85.7,Ion-A
Micro,927,1388,25.9,182.5280644481887,Ion-A
Coupe,1357,2031,41.6,144.6,Ion-B
Coupe,1329,1999,39.9,115.9,Ion-B
SUV,1957,2945,58.3,184.5,Fusion-C
Coupe,1402,2094,37.6,131.9,Ion-B
Micro,921,1382,31.4,82.8,Ion-A
SUV,2141,3215,59.7,194.2,Fusion-C
Micro,1073,1614,27.4,111.7,Ion-A
SUV,1915,2876,80.7,193.1,Fusion-C
Sedan,1580,2375,50.1,184.8,Fusion-B
Transport,2726,4084,98.9,324.5,Plasma-A
Sedan,1572,2367,55.4,182.5280644481887,Fusion-B
Sedan,1598,2394,56.4,182.5280644481887,Fusion-B
Coupe,1287,1935,32.1,111.7,Ion-B
Transport,2651,3981,97.7,346.0,Plasma-A
Coupe,1362,2037,39.7,140.1,Ion-B
SUV,1907,2860,57.0,182.5280644481887,Fusion-C
Micro,988,1474,27.5,115.9,Ion-A
Transport,2292,3440,107.7,303.3,Plasma-A
Transport,2332,3507,84.3,240.8,Plasma-A
Transport,2700,4054,97.6,346.1,Plasma-A
Transport,2219,3321,81.1,250.6,Plasma-A
Transport,2596,3895,91.6,240.0,Plasma-A
Micro,1029,1552,20.2,109.9,Ion-A
SUV,1837,2765,79.0,261.2,Fusion-C
SUV,2106,3164,71.5,224.7,Fusion-C
Sedan,1598,2388,51.5,144.9,Fusion-B
Coupe,1358,2047,45.8,116.0,Ion-B
Micro,1079,1620,29.7,108.2,Ion-A
SUV,2075,3121,64.0,224.4,Fusion-C
SUV,1912,2864,73.5,196.2,Fusion-C
Coupe,1262,1885,42.2,129.2,Ion-B
Micro,946,1421,25.8,103.5,Ion-A
Transport,2512,3760,115.4,274.2,Plasma-A
Sedan,1533,2290,51.4,157.2,Fusion-B
Transport,2724,4079,85.8,257.5,Plasma-A
Coupe,1313,1971,37.6,131.5,Ion-B
Coupe,1299,1943,30.9,182.5280644481887,Ion-B
Coupe,1254,1880,32.6,182.5280644481887,Ion-B
SUV,2108,3170,54.4,251.7,Fusion-C
Coupe,1281,1920,32.1,120.2,Ion-B
Transport,2273,3414,109.1,236.4,Plasma-A
Transport,2573,3869,81.4,292.7,Plasma-A
Coupe,1266,1902,31.8,111.5,Ion-B
Coupe,1391,2079,37.6,111.0,Ion-B
Sedan,1427,2147,49.1,185.4,Fusion-B
Transport,2313,3470,100.8,297.6,Plasma-A
Sedan,1510,2260,54.3,156.7,Fusion-B
Transport,2406,3610,102.2,345.8,Plasma-A
Coupe,1352,2021,35.0,131.4,Ion-B
Coupe,1225,1835,38.4,126.6,Ion-B
Transport,2238,3361,120.1,310.3,Plasma-A
SUV,1805,2717,68.5,215.8,Fusion-C
Transport,2678,4023,101.1,269.2,Plasma-A
Coupe,1326,1981,33.9,119.3,Ion-B
SUV,2088,3129,76.9,217.4,Fusion-C
Micro,948,1425,25.7,109.3,Ion-A
Transport,2207,3301,108.9,347.0,Plasma-A
Transport,2368,3559,99.6,348.6,Plasma-A
Sedan,1458,2191,45.9,148.3,Fusion-B
SUV,2147,3227,73.5,190.9,Fusion-C
Coupe,1297,1943,35.1,132.1,Ion-B
Transport,2199,3290,111.9,354.1,Plasma-A
SUV,1932,2899,72.4,182.5280644481887,Fusion-C
Transport,2566,3853,77.8,329.5,Plasma-A
Micro,994,1497,31.2,81.2,Ion-A
Transport,2238,3356,118.3,338.7,Plasma-A
Sedan,1499,2241,41.2,187.0,Fusion-B
SUV,2038,3050,63.6,199.9,Fusion-C
Sedan,1418,2134,54.7,153.3,Fusion-B
Transport,2483,3733,97.7,315.0,Plasma-A
Sedan,1552,2319,41.6,155.6,Fusion-B
Sedan,1512,2263,40.6,199.7,Fusion-B
SUV,2192,3297,58.0,213.8,Fusion-C
Transport,2658,3995,105.0,337.0,Plasma-A
Coupe,1399,2099,28.8,103.4,Ion-B
Sedan,1513,2276,43.9,185.0,Fusion-B
SUV,1927,2896,68.7,233.0,Fusion-C
Transport,2414,3630,80.0,357.1,Plasma-A
Micro,1055,1586,24.6,110.0,Ion-A
Micro,896,1338,32.0,76.4,Ion-A
Micro,958,1438,33.6,74.1,Ion-A
SUV,1933,2900,61.9,192.2,Fusion-C
Coupe,1236,1863,41.1,129.5,Ion-B
SUV,1975,2964,61.6,203.9,Fusion-C
Coupe,1351,2031,36.7,132.4,Ion-B
Sedan,1441,2156,56.8,202.6,Fusion-B
Sedan,1588,2377,48.6,180.3,Fusion-B
Micro,1068,1602,27.4,80.3,Ion-A
SUV,2149,3223,72.8,193.5,Fusion-C
SUV,2075,3119,79.8,244.6,Fusion-C
Transport,2470,3713,97.7,301.5,Plasma-A
Coupe,1374,2058,43.4,107.2,Ion-B
Transport,2637,3959,95.1,182.5280644481887,Plasma-A
Transport,2224,3339,78.4,280.8,Plasma-A
Coupe,1237,1849,42.6,125.2,Ion-B
Coupe,1334,2010,33.9,105.5,Ion-B
Coupe,1234,1842,31.5,122.0,Ion-B
Coupe,1231,1849,38.6,136.5,Ion-B
Sedan,1546,2312,41.7,146.0,Fusion-B
Sedan,1514,2277,51.6,196.2,Fusion-B
Coupe,1327,1983,33.8,104.0,Ion-B
SUV,2193,3299,60.5,186.0,Fusion-C
Micro,1042,1568,31.8,114.5,Ion-A
Coupe,1335,2003,34.6,97.9,Ion-B
Sedan,1496,2252,52.2,144.3,Fusion-B
SUV,2137,3204,74.1,179.7,Fusion-C
SUV,1947,2928,63.1,238.9,Fusion-C
Sedan,1422,2134,51.1,167.8,Fusion-B
Sedan,1526,2298,50.1,167.8,Fusion-B
Sedan,1508,2260,44.5,199.1,Fusion-B
Micro,999,1497,30.6,86.6,Ion-A
Sedan,1484,2220,50.1,156.3,Fusion-B
Transport,2497,3745,75.3,299.8,Plasma-A
Transport,2688,4035,80.0,292.4,Plasma-A
Coupe,1386,2077,43.3,141.9,Ion-B
SUV,1854,2782,75.1,235.0,Fusion-C
Coupe,1299,1951,36.4,120.5,Ion-B
Micro,1089,1624,26.5,182.5280644481887,Ion-A
Sedan,1491,2236,56.0,179.5,Fusion-B
Coupe,1308,1968,37.6,117.2,Ion-B
SUV,2204,3305,80.2,248.1,Fusion-C
Sedan,1579,2378,51.5,182.5280644481887,Fusion-B
Sedan,1426,2148,50.1,158.0,Fusion-B
Micro,1014,1531,30.8,108.5,Ion-A
Micro,996,1496,27.4,126.1,Ion-A
Sedan,1431,2149,56.1,157.8,Fusion-B
SUV,2001,2992,70.0,235.0,Fusion-C
Coupe,1360,2034,33.4,121.2,Ion-B
Sedan,1437,2153,60.1,158.4,Fusion-B
Micro,1080,1625,29.2,100.1,Ion-A
Sedan,1408,2104,60.7,201.7,Fusion-B
Sedan,1407,2104,53.0,193.3,Fusion-B
Micro,1105,1663,26.2,83.6,Ion-A
SUV,1977,2959,67.0,198.8,Fusion-C
SUV,2074,3118,69.1,203.8,Fusion-C
Sedan,1510,2257,54.8,178.4,Fusion-B
Coupe,1293,1941,30.3,126.2,Ion-B
Transport,2260,3392,97.7,334.8,Plasma-A
Micro,950,1417,28.0,95.1,Ion-A
Coupe,1203,1803,37.6,117.3,Ion-B
Transport,2562,3852,97.7,342.2,Plasma-A
Transport,2340,3501,92.0,341.6,Plasma-A
Micro,1018,1518,19.3,73.3,Ion-A
Micro,1072,1604,25.1,117.7,Ion-A
Coupe,1349,2019,41.2,106.0,Ion-B
Coupe,1392,2092,40.1,126.3,Ion-B
Transport,2486,3732,84.5,351.2,Plasma-A
Micro,1071,1604,21.8,115.6,Ion-A
Transport,2381,3566,93.1,240.1,Plasma-A
Coupe,1226,1845,33.8,97.9,Ion-B
Transport,2271,3414,118.8,305.8,Plasma-A
Micro,967,1447,24.3,115.7,Ion-A
SUV,2141,3214,70.9,249.2,Fusion-C
SUV,2174,3251,67.0,220.1,Fusion-C
Micro,1099,1657,30.8,106.4,Ion-A
Sedan,1570,2363,56.9,158.3,Fusion-B
Coupe,1365,2040,43.1,104.9,Ion-B
Micro,970,1462,29.3,89.7,Ion-A
Transport,2666,3995,97.7,345.7,Plasma-A
Micro,1027,1542,27.4,119.9,Ion-A
Micro,1094,1634,20.6,116.6,Ion-A
Micro,1039,1566,27.4,95.1,Ion-A
Sedan,1461,2194,44.4,187.7,Fusion-B
Transport,2334,3499,89.6,233.3,Plasma-A
SUV,2127,3198,67.0,250.9,Fusion-C
Micro,1046,1560,19.0,105.3,Ion-A
Transport,2409,3608,102.6,294.9,Plasma-A
SUV,1957,2935,72.6,266.3,Fusion-C
Sedan,1524,2277,48.3,153.9,Fusion-B
Coupe,1208,1810,43.5,122.4,Ion-B
Sedan,1487,2227,44.1,176.5,Fusion-B
Micro,908,1357,34.4,109.1,Ion-A
Coupe,1290,1933,41.1,150.8,Ion-B
Coupe,1320,1979,35.1,94.1,Ion-B
Micro,1075,1615,33.9,103.9,Ion-A
SUV,1987,2980,67.0,255.9,Fusion-C
Coupe,1266,1902,30.4,114.8,Ion-B
Transport,2482,3717,102.5,316.0,Plasma-A
SUV,1920,2872,74.2,197.0,Fusion-C
Coupe,1223,1843,41.5,122.0,Ion-B
Coupe,1387,2074,35.4,102.9,Ion-B
Coupe,1347,2023,40.0,117.3,Ion-B
Micro,1066,1598,25.7,83.6,Ion-A
SUV,2125,3197,75.0,220.6,Fusion-C
Coupe,1250,1878,38.1,123.1,Ion-B
SUV,1908,2869,65.2,218.7,Fusion-C
Transport,2776,4168,119.5,262.6,Plasma-A
Transport,2648,3977,97.7,239.4,Plasma-A
Micro,920,1383,21.0,110.6,Ion-A
Transport,2586,3882,80.0,273.8,Plasma-A
Sedan,1425,2144,56.2,153.6,Fusion-B
SUV,2147,3223,67.0,206.6,Fusion-C
Micro,985,1468,33.5,106.8,Ion-A
Coupe,1307,1957,32.3,132.9,Ion-B
Micro,960,1432,30.6,85.6,Ion-A
Sedan,1530,2286,49.4,160.1,Fusion-B
SUV,1851,2784,74.6,227.3,Fusion-C
Micro,1043,1567,32.1,94.3,Ion-A
Sedan,1573,2353,50.2,156.3,Fusion-B
SUV,2173,3269,74.0,199.0,Fusion-C
SUV,2041,3058,59.4,240.0,Fusion-C
Sedan,1586,2378,45.1,160.1,Fusion-B
Transport,2453,3684,97.7,243.9,Plasma-A
Transport,2272,3413,107.1,282.1,Plasma-A
Sedan,1458,2196,53.4,171.8,Fusion-B
SUV,1915,2866,75.3,226.4,Fusion-C
Transport,2782,4165,97.7,343.8,Plasma-A
Coupe,1245,1868,39.8,132.1,Ion-B
Transport,2323,3486,112.7,352.1,Plasma-A
SUV,2064,3088,58.5,223.0,Fusion-C
SUV,2135,3193,64.0,201.7,Fusion-C
Micro,970,1461,30.9,88.7,Ion-A
Coupe,1383,2071,42.8,109.3,Ion-B
Coupe,1238,1862,34.7,110.9,Ion-B
Micro,998,1493,24.1,93.5,Ion-A
Coupe,1275,1916,41.3,114.5,Ion-B
Sedan,1568,2356,50.1,182.0,Fusion-B
Coupe,1340,2013,39.0,145.3,Ion-B
Sedan,1482,2216,51.6,160.5,Fusion-B
Transport,2752,4127,97.7,340.0,Plasma-A
Coupe,1383,2083,42.1,123.0,Ion-B
Micro,1054,1576,27.4,122.0,Ion-A
Transport,2634,3954,115.8,280.4,Plasma-A
Micro,1048,1580,26.8,84.0,Ion-A
Coupe,1364,2038,32.5,114.9,Ion-B
Micro,943,1423,27.4,91.0,Ion-A
Coupe,1244,1866,35.6,108.0,Ion-B
Micro,982,1477,28.6,77.1,Ion-A
Coupe,1316,1973,32.0,182.5280644481887,Ion-B
Transport,2554,3824,117.4,322.5,Plasma-A
